Query,Label
Legal consequences of a whishing email tricked me into sharing my passport details.,Phishing
I lost funds after clinking on a face voice link in an email.,Phishing
A victim lost funds after clinking on a face voice link in an email.,Phishing
I lost funds after clinking on a face voice link in an email. That legal actions can be taken?,Phishing
Now can someone handle i lost funds after clinking on a face voice link in an email.,Phishing
Legal consequences of i lost funds after clinking on a face voice link in an email.,Phishing
In email pretending to be from a recruitment agency asked for sensitive information.,Phishing
In email pretending to be from a recruitthemnt agency asked for sensitive information.,Phishing
In email pretending to be from a recruitment agency asked for sensitive information. That legal actions can be taken?,Phishing
Now can someone handle an email pretending to be from a recruitment agency asked for sensitive information.,Phishing
Legal consequences of an email pretending to be from a recruitment agency asked for sensitive information.,Phishing
A whishing email tricked me into downloading a ransomware attachment.,Phishing
A whishing email tricked them into downloading a ransomware attachthemnt.,Phishing
A whishing email tricked me into downloading a ransomware attachment. That legal actions can be taken?,Phishing
Now can someone handle a whishing email tricked me into downloading a ransomware attachment.,Phishing
